code_postal,nombre_pharmacies,population
56270,2,18591.0
56300,2,22787.0
56310,1,10998.0
56320,1,6414.0
56340,2,6484.0
56370,1,10214.0
56390,1,13166.0
56400,1,42534.0
56450,1,15159.0
56500,1,23632.0
56510,1,2236.0
56520,1,11947.0
56550,1,7341.0
56570,1,4075.0
56600,2,23026.0
56640,1,2269.0
56650,1,6571.0
56670,1,5772.0
56680,1,6034.0
56700,3,28682.0
56740,1,1557.0
56800,2,22589.0
56870,1,5507.0
56890,3,20429.0
56910,1,3501.0
57000,2,120874.0
57050,1,133210.0
57070,1,126394.0
57100,3,45173.0
57120,1,11175.0
57130,1,11400.0
57155,1,9971.0
57160,1,11739.0
57190,1,11869.0
57230,1,8654.0
57290,3,18972.0
57300,1,17609.0
57390,1,9446.0
57440,1,7398.0
57455,1,1717.0
57470,1,6946.0
57510,1,10519.0
57535,1,7038.0
57600,1,27844.0
57630,1,2377.0
57645,1,4917.0
57780,1,2485.0
57790,1,2280.0
57800,1,19122.0
57840,1,3260.0
57950,2,21854.0
58000,4,38059.0
58110,1,4174.0
58140,1,3619.0
58470,1,2197.0
58500,1,5741.0
58600,2,7722.0
58640,1,9180.0
58800,1,4123.0
59000,5,236710.0
59100,3,98892.0
59110,1,22488.0
59113,2,12834.0
59117,1,5299.0
59118,2,10798.0
59119,1,7354.0
59120,2,23013.0
59123,1,5960.0
59126,3,8192.0
59128,1,5642.0
59130,5,27121.0
59131,1,4043.0
59135,1,6927.0
59136,1,7773.0
59137,1,2435.0
59139,1,16376.0
59149,1,2909.0
59150,5,40836.0
59153,1,4977.0
59155,1,18110.0
59156,1,3814.0
59160,4,239184.0
59163,1,10552.0
59168,1,3157.0
59170,3,20778.0
59172,1,4668.0
59179,1,5529.0
59180,2,7899.0
59182,1,5395.0
59184,1,5641.0
59187,1,5351.0
59189,1,3307.0
59190,2,29393.0
59192,1,6784.0
59194,1,3553.0
59199,1,6145.0
59200,3,99011.0
59210,1,20765.0
59213,1,3396.0
59220,2,22913.0
59223,2,13784.0
59229,1,9881.0
59231,1,2132.0
59240,3,86788.0
59242,2,11792.0
59249,1,2798.0
59250,1,20829.0
59251,1,3567.0
59260,2,239729.0
59263,1,3275.0
59264,1,8719.0
59267,1,3798.0
59269,1,2574.0
59270,1,24381.0
59274,1,1982.0
59279,2,93576.0
59280,1,27374.0
59282,1,10880.0
59290,2,20836.0
59299,1,2179.0
59300,6,52649.0
59310,2,27841.0
59320,1,31495.0
59370,4,21467.0
59380,1,24831.0
59390,2,21452.0
59400,4,37760.0
59410,1,13422.0
59430,1,86788.0
59440,1,11690.0
59450,1,15603.0
59460,1,10342.0
59470,1,16937.0
59490,1,13140.0
59500,1,39648.0
59510,1,20372.0
59530,2,13925.0
59550,1,8350.0
59553,3,8955.0
59560,1,12905.0
59570,1,12648.0
59580,2,10819.0
59590,1,12055.0
59600,2,35752.0
59650,4,62067.0
59660,1,11053.0
59690,1,10446.0
59700,3,39356.0
59760,3,20331.0
59780,1,10674.0
59790,1,19437.0
59800,4,236710.0
59820,2,11519.0
59840,2,12761.0
59850,1,7606.0
59870,1,11081.0
59880,1,11117.0
59910,2,9713.0
59930,1,8719.0
59990,1,10452.0
60000,3,64111.0
60120,1,13300.0
60130,1,16238.0
60150,2,15534.0
60180,1,21382.0
60190,1,16363.0
60200,4,40394.0
60210,1,8294.0
60220,1,8231.0
60260,1,8993.0
60280,2,14209.0
60290,1,14943.0
60310,1,8454.0
60400,2,25600.0
60410,1,6705.0
60440,1,8213.0
60500,2,12035.0
60520,1,5090.0
60540,1,6316.0
60640,1,5426.0
60690,1,3478.0
60800,2,19062.0
60870,1,10134.0
61000,4,30110.0
61140,1,7742.0
61150,2,5657.0
61190,1,4718.0
61200,2,22454.0
61210,1,4961.0
61240,1,2624.0
61250,1,14393.0
61260,1,5134.0
61350,1,3017.0
61400,2,10549.0
61420,1,3156.0
61440,1,2708.0
61470,1,4529.0
61600,1,12382.0
61700,1,8327.0
61800,1,8220.0
62000,3,48303.0
62100,6,67380.0
62110,2,26035.0
62111,1,3316.0
62114,1,5995.0
62118,2,9439.0
62119,1,5997.0
62120,2,27211.0
62123,1,6122.0
62126,1,4942.0
62132,1,3458.0
62138,1,23735.0
62140,1,11651.0
62143,1,4842.0
62147,1,2330.0
62153,1,4597.0
62157,1,2852.0
62160,3,22838.0
62161,1,4793.0
62170,3,15237.0
62200,6,40910.0
62217,1,19147.0
62220,2,17852.0
62223,2,20739.0
62230,1,13270.0
62232,1,13370.0
62240,2,12628.0
62250,2,11911.0
62270,1,7841.0
62290,1,11520.0
62300,2,35447.0
62310,2,6434.0
62330,2,10018.0
62340,2,10848.0
62360,2,18012.0
62390,2,4909.0
62400,2,29089.0
62410,2,16169.0
62420,1,8117.0
62430,1,9650.0
62450,1,7394.0
62460,1,8351.0
62480,2,8897.0
62490,1,9743.0
62500,1,24832.0
62540,2,6779.0
62575,2,6287.0
62580,1,14816.0
62590,1,10210.0
62600,1,14794.0
62610,1,10086.0
62640,1,9870.0
62660,2,9111.0
62670,2,8068.0
62680,1,11431.0
62700,1,21827.0
62720,1,5953.0
62800,2,30149.0
62810,1,6534.0
62820,1,8138.0
62840,1,14742.0
62860,1,10915.0
62880,1,18058.0
62930,1,6358.0
62940,1,4884.0
62960,1,3487.0
62980,1,7042.0
63000,6,147327.0
63100,3,147327.0
63110,3,10650.0
63117,1,1740.0
63122,1,10256.0
63170,3,13012.0
63200,2,34040.0
63210,1,5875.0
63350,1,9150.0
63360,2,13406.0
63400,1,17454.0
63410,1,6670.0
63490,1,3427.0
63520,1,2783.0
63530,1,9739.0
63540,1,7869.0
63580,1,1768.0
63590,1,2564.0
63660,1,1255.0
63670,1,11767.0
63680,1,1056.0
63720,1,8682.0
63760,1,1054.0
63770,1,1699.0
63800,6,24047.0
63870,1,3566.0
63880,1,1370.0
63910,1,4376.0
63970,1,2812.0
64000,8,77066.0
64100,4,52749.0
64110,1,15983.0
64120,1,11385.0
64121,1,6768.0
64140,1,27781.0
64150,1,10276.0
64170,1,7058.0
64200,2,32522.0
64220,2,8047.0
64230,1,26521.0
64270,2,10188.0
64300,1,21730.0
64310,1,14354.0
64320,1,14356.0
64350,1,4049.0
64400,2,20177.0
64490,1,2461.0
64500,1,20634.0
64530,1,6223.0
64600,3,41153.0
64700,1,29556.0
64800,2,19990.0
64990,1,19601.0
65000,3,43955.0
65140,1,5165.0
65290,1,5111.0
65380,1,6366.0
65600,1,5694.0
65700,1,6642.0
65800,1,10233.0
66000,6,119656.0
66100,1,119656.0
66130,1,9206.0
66140,3,12598.0
66170,1,9786.0
66200,1,22612.0
66240,1,11550.0
66280,1,5671.0
66300,2,25777.0
66310,1,2087.0
66390,1,2727.0
66420,2,6049.0
66440,1,3821.0
66500,2,11550.0
66540,1,3327.0
66600,1,21013.0
66670,1,4482.0
66700,1,10792.0
67000,6,291313.0
67100,3,291313.0
67110,2,18008.0
67114,1,5746.0
67116,1,4376.0
67118,1,7603.0
67120,1,26965.0
67140,1,16601.0
67160,1,15949.0
67200,4,291313.0
67205,1,5556.0
67210,2,18635.0
67240,1,25672.0
67250,1,14248.0
67260,1,10746.0
67310,1,17726.0
67330,1,10515.0
67340,1,9178.0
67350,1,13491.0
67370,1,17327.0
67380,1,20266.0
67400,2,27118.0
67500,2,40765.0
67600,1,32689.0
67610,1,5894.0
67730,1,4635.0
67750,1,3153.0
67800,2,29408.0
67920,1,1824.0
68000,1,67730.0
68100,4,106341.0
68110,1,14829.0
68120,2,13941.0
68127,1,7409.0
68130,2,14723.0
68140,1,10225.0
68160,1,6856.0
68170,3,13795.0
68200,4,106341.0
68220,1,15596.0
68240,1,5706.0
68250,1,7729.0
68310,1,10334.0
68350,1,8172.0
68400,1,12163.0
68470,1,4332.0
68490,2,6774.0
68500,2,22451.0
68540,1,5109.0
68600,1,14936.0
68920,1,9765.0
68950,1,1951.0
69000,23,522969.0
69100,7,156928.0
69110,3,21858.0
69120,4,52139.0
69130,2,18361.0
69140,1,31247.0
69150,2,29731.0
69200,2,66363.0
69210,1,30482.0
69220,2,21037.0
69230,1,20929.0
69250,2,18044.0
69260,1,5311.0
69270,1,18260.0
69290,3,26271.0
69300,3,43572.0
69330,3,47744.0
69340,1,15204.0
69360,1,23894.0
69390,1,17470.0
69400,5,56507.0
69420,1,9786.0
69440,1,18083.0
69500,3,43049.0
69540,1,8867.0
69590,1,8037.0
69600,1,27113.0
69610,1,8223.0
69620,2,12366.0
69630,2,9052.0
69650,1,6527.0
69700,4,33214.0
69720,1,12541.0
69730,2,5520.0
69740,1,13483.0
69780,3,21500.0
69800,2,48822.0
69930,1,2537.0
69970,1,6428.0
70000,2,38461.0
70100,4,17638.0
70110,1,6815.0
70130,1,5329.0
70150,1,6138.0
70160,1,5526.0
70200,1,22301.0
70210,1,3660.0
70220,1,3780.0
70230,1,3867.0
70300,3,19697.0
70310,1,1871.0
70500,1,6643.0
70800,1,7654.0
71000,6,37187.0
71100,5,55442.0
71118,1,1390.0
71120,1,5881.0
71140,1,7118.0
71150,2,14638.0
71170,1,6311.0
71200,3,22449.0
71220,1,4511.0
71260,1,10163.0
71290,2,8894.0
71300,1,19570.0
71350,1,6810.0
71360,1,3656.0
71380,1,12245.0
71430,1,3225.0
71460,1,6861.0
71480,1,5673.0
71500,2,15617.0
71520,1,6552.0
71580,1,5826.0
71670,1,5153.0
71700,2,9769.0
71800,1,8282.0
72000,3,145004.0
72100,4,145004.0
72110,1,13114.0
72120,1,5994.0
72130,1,10242.0
72170,1,8044.0
72190,1,16275.0
72200,2,21047.0
72210,1,13501.0
72230,2,21063.0
72290,1,5808.0
72300,1,27141.0
72320,1,7139.0
72330,1,8119.0
72360,1,4020.0
72390,1,4485.0
72400,1,17313.0
72450,1,4817.0
72510,1,5509.0
72540,1,6344.0
72560,1,6686.0
72650,4,14598.0
72700,3,21576.0
73000,3,77499.0
73100,3,48098.0
73130,2,5624.0
73160,2,12068.0
73170,1,7376.0
73190,1,12621.0
73200,2,31809.0
73230,1,13495.0
73240,1,4544.0
73300,2,11718.0
73400,2,8632.0
73470,1,3784.0
73490,1,9042.0
73530,1,618.0
74000,3,131715.0
74100,1,66375.0
74120,1,5034.0
74140,1,34660.0
74150,1,32739.0
74160,1,32420.0
74200,5,52587.0
74230,1,12287.0
74270,1,12706.0
74290,1,7608.0
74300,2,30903.0
74330,2,32352.0
74370,1,159310.0
74400,1,8642.0
74440,2,7883.0
74460,2,5827.0
74480,1,11068.0
74500,2,35932.0
74700,3,20418.0
74800,2,29112.0
74930,1,13661.0
74960,1,131715.0
75000,96,2102650.0
76000,8,114083.0
76100,4,114083.0
76120,2,25975.0
76130,3,20066.0
76140,3,21782.0
76150,2,13556.0
76160,1,24637.0
76170,1,27310.0
76190,3,27110.0
76200,3,28358.0
76230,2,21029.0
76250,1,10745.0
76280,1,13136.0
76290,3,22212.0
76310,1,7116.0
76320,2,18420.0
76330,1,12817.0
76360,2,16182.0
76380,1,15959.0
76400,1,26809.0
76410,1,17639.0
76430,2,18973.0
76470,1,4424.0
76500,1,19173.0
76540,2,9579.0
76560,1,10432.0
76570,1,12136.0
76580,1,4780.0
76600,5,166058.0
76610,3,166058.0
76620,4,166058.0
76650,1,8688.0
76660,1,5310.0
76690,1,12766.0
76700,2,22981.0
76710,1,7991.0
76750,1,9191.0
76780,1,4400.0
76790,1,4276.0
76800,1,28508.0
76810,1,3225.0
76860,1,1640.0
76890,1,10848.0
76910,1,12440.0
76930,1,7740.0
76960,1,6957.0
77000,5,59626.0
77090,1,3334.0
77100,2,65720.0
77120,2,27003.0
77123,1,2895.0
77127,1,13808.0
77130,1,39378.0
77140,4,22038.0
77150,1,8357.0
77160,2,16902.0
77170,2,24488.0
77177,1,4992.0
77184,1,7601.0
77185,1,14650.0
77190,2,23083.0
77220,1,21754.0
77260,2,15375.0
77270,1,26822.0
77300,2,15945.0
77310,3,21774.0
77320,1,16225.0
77330,3,20692.0
77340,1,38258.0
77350,1,21805.0
77360,1,13518.0
77390,1,17476.0
77400,1,47240.0
77420,1,25695.0
77440,1,11582.0
77450,2,15236.0
77500,3,54309.0
77515,1,9353.0
77520,1,7233.0
77540,1,8038.0
77590,1,9525.0
77600,2,34975.0
77610,1,12116.0
77680,3,23061.0
77690,1,3435.0
77730,1,3921.0
77840,1,2585.0
77850,1,2511.0
77860,1,11416.0
77930,2,7535.0
78000,4,83587.0
78100,3,44380.0
78114,1,9385.0
78120,2,29286.0
78130,1,35321.0
78140,1,22713.0
78150,3,30924.0
78160,1,16531.0
78170,2,20476.0
78180,1,31777.0
78190,1,33717.0
78200,4,57825.0
78210,1,20971.0
78220,1,16960.0
78230,2,15832.0
78250,1,16578.0
78260,1,21368.0
78290,1,10399.0
78300,2,40016.0
78310,2,22988.0
78320,1,14719.0
78340,1,17237.0
78350,2,9574.0
78360,1,14511.0
78370,3,31375.0
78380,1,9031.0
78390,1,15435.0
78400,1,29649.0
78410,1,18660.0
78420,1,15038.0
78430,1,7563.0
78440,2,20002.0
78470,2,8479.0
78480,1,15914.0
78500,1,51220.0
78510,1,12388.0
78520,1,21803.0
78570,1,23965.0
78590,1,7741.0
78600,1,29402.0
78640,1,9160.0
78660,1,6666.0
78750,1,3826.0
78810,1,3302.0
78820,1,3976.0
78920,1,4105.0
78955,1,18316.0
78960,1,10721.0
78990,4,26082.0
79000,9,61790.0
79100,1,23854.0
79140,1,8912.0
79170,1,5943.0
79200,2,21580.0
79210,1,8143.0
79300,2,24854.0
79340,1,3740.0
79410,2,10014.0
79600,1,9802.0
79700,2,12057.0
79800,3,7285.0
80000,10,133625.0
80080,1,133625.0
80100,3,22595.0
80115,1,1439.0
80120,2,9542.0
80135,1,2903.0
80140,1,9075.0
80260,2,14873.0
80310,1,5885.0
80320,1,4624.0
80330,2,6971.0
80340,1,4936.0
80360,1,4347.0
80450,1,4642.0
80460,1,3443.0
80470,2,8716.0
80480,1,12278.0
80550,1,1972.0
80580,1,3457.0
80700,1,12024.0
80780,1,1827.0
80800,3,23924.0
81000,6,49714.0
81100,3,44855.0
81110,1,4299.0
81120,1,14030.0
81150,1,12422.0
81210,1,4448.0
81230,1,2471.0
81240,1,3879.0
81290,1,9880.0
81310,1,6329.0
81440,1,5119.0
81500,1,22137.0
81600,6,25020.0
81800,1,10844.0
81990,1,12091.0
82000,2,61919.0
82100,1,17961.0
82110,1,3935.0
82120,1,3155.0
82140,1,2307.0
82200,1,17012.0
82210,1,4657.0
82290,2,11785.0
82340,1,4680.0
82410,1,4029.0
82700,1,13607.0
83000,6,180452.0
83100,4,180452.0
83110,3,17268.0
83130,3,25912.0
83140,1,36203.0
83150,1,8311.0
83160,2,23955.0
83170,2,28933.0
83190,1,14011.0
83200,3,184454.0
83210,2,32578.0
83220,1,10728.0
83300,1,40222.0
83330,3,17699.0
83340,1,24459.0
83390,1,23121.0
83400,4,55103.0
83430,1,6079.0
83440,1,26151.0
83470,2,22454.0
83490,1,9646.0
83500,4,62763.0
83570,1,9031.0
83600,8,62784.0
83610,1,1839.0
83700,1,35950.0
83720,1,6285.0
83780,1,4354.0
83910,1,5474.0
84000,3,90330.0
84100,1,30637.0
84110,2,12872.0
84170,1,13129.0
84200,1,30769.0
84210,2,17406.0
84230,1,2040.0
84240,1,11797.0
84300,1,27880.0
84400,2,16281.0
84450,1,6714.0
84480,1,1715.0
84570,1,6076.0
84600,1,11647.0
84700,3,19117.0
84800,4,23113.0
84870,1,2471.0
85000,5,59989.0
85100,3,48402.0
85120,1,9606.0
85130,3,16768.0
85140,2,15436.0
85150,1,22994.0
85170,1,26969.0
85200,1,25358.0
85210,1,7644.0
85230,1,10674.0
85240,2,6543.0
85280,1,5398.0
85290,1,9728.0
85300,2,34364.0
85310,2,11841.0
85340,1,51215.0
85390,1,5797.0
85420,1,7128.0
85450,1,7037.0
85500,3,27294.0
85580,1,4656.0
85600,2,26200.0
85670,1,10223.0
85700,3,18399.0
85710,2,8609.0
85740,1,1648.0
85800,1,15138.0
86000,8,90240.0
86100,5,34177.0
86110,1,11349.0
86120,1,5636.0
86130,3,18090.0
86170,1,20363.0
86180,3,10105.0
86190,1,13825.0
86200,2,11770.0
86230,1,4202.0
86240,1,14196.0
86270,2,3182.0
86280,2,7307.0
86300,2,13617.0
86320,2,6101.0
86330,1,4173.0
86340,1,12579.0
86400,1,7581.0
86410,1,3245.0
86420,1,2277.0
86460,1,2390.0
86500,1,8216.0
86550,1,5176.0
86600,1,8585.0
86700,2,6007.0
87000,6,129760.0
87100,1,129760.0
87140,1,6761.0
87190,2,3432.0
87200,2,14867.0
87220,1,11412.0
87230,1,6729.0
87260,1,6284.0
87270,1,13572.0
87350,1,11064.0
87360,1,1099.0
87500,2,10359.0
87510,1,6815.0
87520,1,6330.0
87620,1,2022.0
87800,1,9886.0
88000,3,40494.0
88100,2,25480.0
88140,1,7458.0
88160,1,7783.0
88190,1,8849.0
88200,1,18149.0
88220,2,9381.0
88230,2,5493.0
88290,1,3083.0
88300,1,10734.0
88310,1,3873.0
88320,1,3717.0
88340,1,4110.0
88390,1,9294.0
88440,1,2447.0
88520,1,3011.0
88800,1,8135.0
89000,2,39239.0
89100,7,48697.0
89113,1,5104.0
89140,1,14613.0
89150,1,7849.0
89170,1,2237.0
89200,1,11311.0
89300,1,12112.0
89320,1,4950.0
89350,1,6281.0
89380,1,3170.0
89400,1,16597.0
89470,2,4111.0
89500,1,11462.0
89510,1,2917.0
89530,1,1367.0
89600,1,6794.0
89700,3,7088.0
90000,4,45155.0
90100,1,13156.0
90130,1,1775.0
90140,1,3424.0
90170,1,2358.0
90200,2,7060.0
90300,2,14580.0
90350,1,2026.0
91000,4,66177.0
91070,1,10862.0
91090,2,7292.0
91100,1,58140.0
91130,1,29825.0
91160,3,34552.0
91170,1,31045.0
91190,1,24130.0
91200,1,36222.0
91210,1,29173.0
91220,1,31253.0
91240,3,21437.0
91250,1,18181.0
91260,1,18424.0
91380,1,19938.0
91390,3,20785.0
91410,1,18572.0
91450,1,10408.0
91470,2,15387.0
91510,1,7462.0
91540,1,20587.0
91570,1,4748.0
91590,2,13042.0
91600,1,37371.0
91610,1,7757.0
91630,1,11375.0
91670,1,4395.0
91800,2,33403.0
91940,3,28344.0
92000,4,97351.0
92100,9,119808.0
92120,1,47657.0
92130,4,68580.0
92140,6,54491.0
92150,5,49104.0
92160,8,63232.0
92190,1,46342.0
92200,2,59267.0
92210,2,29727.0
92230,4,49410.0
92250,1,29932.0
92260,1,24772.0
92290,1,34898.0
92300,3,68009.0
92310,2,22618.0
92320,2,36777.0
92340,1,20810.0
92360,3,46342.0
92380,1,17898.0
92390,2,25371.0
92400,6,81516.0
92410,1,10694.0
92420,1,8566.0
92500,6,78186.0
92600,4,89662.0
92700,2,88870.0
92800,3,43672.0
93000,2,55056.0
93100,1,111455.0
93110,1,45655.0
93120,1,47160.0
93130,5,46094.0
93140,3,52905.0
93160,4,70374.0
93170,2,39366.0
93190,2,46028.0
93210,1,113942.0
93220,2,40189.0
93240,1,40359.0
93270,2,51845.0
93290,2,37271.0
93300,1,90071.0
93310,1,16865.0
93320,1,24165.0
93340,1,14877.0
93350,1,14832.0
93360,3,21415.0
93380,1,32379.0
93390,2,29735.0
93400,2,53207.0
93410,1,7478.0
93420,1,38725.0
93500,2,60800.0
93600,1,86135.0
93700,3,71363.0
93800,2,53489.0
94000,2,92989.0
94120,2,51812.0
94140,2,45046.0
94160,1,21195.0
94170,1,34213.0
94190,1,35492.0
94200,2,64001.0
94210,2,75441.0
94220,1,29445.0
94230,2,30592.0
94240,2,31392.0
94260,1,28780.0
94270,1,24380.0
94290,2,21129.0
94300,1,48798.0
94320,1,31097.0
94350,2,30669.0
94360,2,17400.0
94370,2,27622.0
94380,1,18750.0
94400,3,96205.0
94410,1,14603.0
94420,2,20218.0
94430,2,18367.0
94450,3,27999.0
94470,1,17570.0
94490,1,10540.0
94500,1,77724.0
94550,1,20326.0
94600,1,46129.0
94800,2,57753.0
95100,2,107221.0
95110,1,26768.0
95120,1,28987.0
95130,1,45913.0
95140,2,42841.0
95150,1,27025.0
95170,1,22510.0
95180,1,6093.0
95190,2,32919.0
95200,2,58424.0
95210,1,20866.0
95280,1,17175.0
95310,1,25023.0
95320,3,15979.0
95330,2,16078.0
95340,1,17600.0
95440,1,7145.0
95460,1,9573.0
95470,1,19412.0
95520,2,17277.0
95550,1,8172.0
95590,1,5614.0
95600,2,25373.0
95670,1,5681.0
95800,1,75164.0
95870,2,32017.0
95880,1,11440.0
97110,1,14486.0
97111,1,15898.0
97112,1,4741.0
97120,1,10700.0
97121,1,4052.0
97122,2,30909.0
97125,2,6634.0
97139,4,52118.0
97150,4,0.0
97170,2,24272.0
97180,2,24281.0
97190,1,27184.0
97221,1,3517.0
97224,1,17912.0
97228,1,9350.0
97230,1,14650.0
97231,1,21305.0
97233,1,19341.0
97300,1,63468.0
97310,1,24612.0
97351,1,34810.0
97355,1,18847.0
97400,5,154765.0
97410,4,84077.0
97412,1,13344.0
97417,2,154765.0
97418,1,81943.0
97419,3,35245.0
97420,1,33336.0
97424,1,34893.0
97429,1,12617.0
97430,1,81943.0
97432,1,84077.0
97434,1,105240.0
97438,3,34344.0
97440,3,57150.0
97441,1,24293.0
97450,1,53935.0
97460,2,105240.0
97470,1,37023.0
97480,1,38807.0
97490,3,154765.0
97650,1,91858.0
